STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Motor Vehicle Theft,Thompson Nicola,RCMP Provincial,Logan Lake Prov,18.00,15.00,2.00,1.00,6.00,6.00,9.00,3.00,1.00,8.00
Motor Vehicle Theft,North Okanagan,RCMP Provincial,Lumby Prov,24.00,20.00,31.00,16.00,30.00,16.00,12.00,17.00,13.00,6.00
Motor Vehicle Theft,Thompson Nicola,RCMP Provincial,Lytton Prov,8.00,9.00,13.00,2.00,5.00,1.00,3.00,4.00,3.00,2.00
Motor Vehicle Theft,Fraser Fort George,RCMP Provincial,Mackenzie Prov,7.00,27.00,18.00,8.00,9.00,18.00,7.00,4.00,10.00,8.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,Maple Ridge Mun (1)(11),721.00,710.00,480.00,417.00,350.00,196.00,201.00,177.00,312.00,271.00
Motor Vehicle Theft,North Coast Regional District (22),RCMP Provincial,Masset Prov,7.00,5.00,6.00,7.00,3.00,1.00,6.00,10.00,7.00,6.00
Motor Vehicle Theft,Fraser Fort George,RCMP Provincial,McBride Prov,12.00,10.00,8.00,2.00,4.00,0.00,2.00,5.00,5.00,10.00
Motor Vehicle Theft,Thompson Nicola,RCMP Municipal,Merritt Mun,62.00,60.00,90.00,63.00,36.00,32.00,38.00,22.00,19.00,24.00
Motor Vehicle Theft,Thompson Nicola,RCMP Provincial,Merritt Prov,29.00,22.00,21.00,26.00,7.00,14.00,19.00,10.00,7.00,9.00
Motor Vehicle Theft,Fraser Valley,RCMP Municipal,Mission Mun,443.00,358.00,344.00,289.00,299.00,216.00,143.00,161.00,228.00,262.00
Motor Vehicle Theft,Fraser Valley,RCMP Provincial,Mission Prov,53.00,48.00,30.00,26.00,24.00,32.00,13.00,14.00,16.00,18.00
Motor Vehicle Theft,Central Kootenay,RCMP Provincial,Nakusp Prov (5),5.00,5.00,12.00,1.00,9.00,9.00,4.00,7.00,5.00,12.00
Motor Vehicle Theft,Nanaimo,RCMP Municipal,Nanaimo Mun (1),672.00,743.00,511.00,400.00,271.00,263.00,237.00,224.00,314.00,365.00
Motor Vehicle Theft,Nanaimo,RCMP Provincial,Nanaimo Prov,59.00,51.00,50.00,24.00,21.00,23.00,31.00,13.00,33.00,29.00
Motor Vehicle Theft,Central Kootenay,Independent Municipal,Nelson Mun,26.00,26.00,20.00,16.00,8.00,11.00,15.00,17.00,7.00,10.00
Motor Vehicle Theft,Central Kootenay,RCMP Provincial,Nelson Prov (5),15.00,16.00,4.00,5.00,12.00,7.00,8.00,7.00,11.00,10.00
Motor Vehicle Theft,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,7.00,3.00,25.00,20.00,16.00,17.00,7.00,19.00,11.00,4.00
Motor Vehicle Theft,Metro Vancouver,Independent Municipal,New Westminster Mun,592.00,484.00,341.00,419.00,341.00,275.00,206.00,210.00,318.00,262.00
Motor Vehicle Theft,Strathcona,RCMP Provincial,Nootka Sound Prov,3.00,4.00,2.00,4.00,4.00,2.00,3.00,4.00,1.00,1.00
Motor Vehicle Theft,Cowichan Valley,RCMP Municipal,North Cowichan Mun,142.00,158.00,124.00,84.00,90.00,45.00,54.00,38.00,47.00,59.00
Motor Vehicle Theft,Capital,RCMP Municipal,North Saanich Mun,7.00,12.00,10.00,15.00,12.00,5.00,7.00,2.00,4.00,4.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,"North Vancouver City Mun (12,13)",228.00,157.00,110.00,117.00,92.00,64.00,48.00,48.00,56.00,81.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,North Vancouver District Mun (12),213.00,147.00,104.00,144.00,100.00,103.00,83.00,66.00,60.00,85.00
Motor Vehicle Theft,Metro Vancouver,RCMP Provincial,"North Vancouver Prov (1,12,13)",6.00,13.00,9.00,14.00,5.00,4.00,7.00,3.00,9.00,7.00
Motor Vehicle Theft,Northern Rockies,RCMP Municipal,Northern Rockies Mun (14),,,,,,,,16.00,14.00,24.00
Motor Vehicle Theft,Northern Rockies,RCMP Provincial,Northern Rockies Prov (14),92.00,53.00,65.00,64.00,43.00,56.00,46.00,12.00,5.00,4.00
Motor Vehicle Theft,Capital,Independent Municipal,Oak Bay Mun,26.00,27.00,21.00,19.00,12.00,10.00,5.00,11.00,6.00,1.00
Motor Vehicle Theft,Nanaimo,RCMP Provincial,Oceanside Prov ,85.00,63.00,84.00,53.00,43.00,42.00,26.00,23.00,32.00,48.00
Motor Vehicle Theft,Cariboo,RCMP Provincial,One Hundred Mile House Prov,37.00,45.00,37.00,30.00,22.00,23.00,14.00,19.00,13.00,20.00
Motor Vehicle Theft,Capital,RCMP Provincial,Outer Gulf  Islands Prov,1.00,4.00,2.00,3.00,2.00,1.00,1.00,2.00,3.00,0.00
Motor Vehicle Theft,Nanaimo,RCMP Municipal,Parksville Mun,40.00,39.00,41.00,34.00,28.00,16.00,17.00,10.00,15.00,24.00
Motor Vehicle Theft,Central Okanagan,RCMP Municipal,Peachland Mun (10),,,,,,,16.00,9.00,18.00,10.00
Motor Vehicle Theft,Squamish Lillooet,RCMP Provincial,Pemberton Prov,10.00,7.00,7.00,9.00,12.00,4.00,4.00,4.00,5.00,8.00
Motor Vehicle Theft,Okanagan Similkameen,RCMP Municipal,Penticton Mun,395.00,345.00,223.00,228.00,163.00,143.00,143.00,101.00,144.00,237.00
Motor Vehicle Theft,Okanagan Similkameen,RCMP Provincial,Penticton Prov,82.00,74.00,40.00,37.00,21.00,34.00,34.00,20.00,51.00,57.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun (11),108.00,148.00,92.00,107.00,36.00,56.00,31.00,31.00,68.00,58.00
Motor Vehicle Theft,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,119.00,116.00,77.00,81.00,59.00,38.00,40.00,27.00,16.00,37.00
Motor Vehicle Theft,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,40.00,39.00,30.00,25.00,37.00,25.00,17.00,8.00,6.00,7.00
Motor Vehicle Theft,Mount Waddington,RCMP Provincial,Port Alice Prov,7.00,3.00,2.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun (1),402.00,332.00,203.00,218.00,204.00,101.00,153.00,129.00,165.00,223.00
Motor Vehicle Theft,Mount Waddington,RCMP Provincial,Port Hardy Prov,16.00,16.00,11.00,13.00,11.00,8.00,6.00,7.00,4.00,1.00
Motor Vehicle Theft,Mount Waddington,RCMP Provincial,Port McNeill Prov,20.00,18.00,24.00,6.00,6.00,6.00,4.00,4.00,4.00,3.00
Motor Vehicle Theft,Metro Vancouver,Independent Municipal,Port Moody Mun,119.00,77.00,64.00,53.00,40.00,26.00,25.00,30.00,21.00,31.00
Motor Vehicle Theft,Powell River,RCMP Municipal,Powell River Mun,34.00,22.00,24.00,17.00,23.00,19.00,18.00,17.00,9.00,5.00
Motor Vehicle Theft,Powell River,RCMP Provincial,Powell River Prov,11.00,7.00,15.00,10.00,11.00,6.00,2.00,6.00,3.00,5.00
Motor Vehicle Theft,Fraser Fort George,RCMP Municipal,Prince George Mun,"1,006.00",965.00,509.00,446.00,409.00,375.00,217.00,242.00,296.00,284.00
Motor Vehicle Theft,Fraser Fort George,RCMP Provincial,Prince George Prov,80.00,66.00,53.00,31.00,44.00,67.00,33.00,21.00,33.00,41.00
Motor Vehicle Theft,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,21.00,21.00,20.00,20.00,25.00,11.00,10.00,12.00,14.00,14.00
Motor Vehicle Theft,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov (15),0.00,1.00,1.00,0.00,2.00,2.00,1.00,2.00,1.00,2.00
Motor Vehicle Theft,Okanagan Similkameen,RCMP Provincial,Princeton Prov,12.00,27.00,15.00,14.00,22.00,21.00,11.00,4.00,15.00,35.00
Motor Vehicle Theft,Strathcona,RCMP Provincial,Quadra Island Prov,3.00,3.00,2.00,8.00,0.00,7.00,4.00,1.00,2.00,1.00
Motor Vehicle Theft,Nanaimo,RCMP Municipal,Qualicum Beach Mun,13.00,36.00,38.00,9.00,14.00,9.00,8.00,5.00,10.00,5.00
Motor Vehicle Theft,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,8.00,4.00,4.00,2.00,1.00,4.00,4.00,2.00,3.00,2.00
Motor Vehicle Theft,Cariboo,RCMP Municipal,Quesnel Mun,63.00,97.00,95.00,101.00,38.00,34.00,38.00,44.00,25.00,47.00
Motor Vehicle Theft,Cariboo,RCMP Provincial,Quesnel Prov,28.00,60.00,66.00,47.00,40.00,24.00,27.00,18.00,21.00,19.00
Motor Vehicle Theft,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,20.00,27.00,57.00,14.00,30.00,37.00,48.00,29.00,28.00,27.00
Motor Vehicle Theft,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,4.00,1.00,6.00,7.00,6.00,6.00,4.00,8.00,2.00,7.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,Richmond Mun,784.00,656.00,493.00,532.00,482.00,306.00,327.00,245.00,364.00,400.00
Motor Vehicle Theft,Metro Vancouver,RCMP Provincial,"Ridge Meadows Prov (11,13)",3.00,3.00,33.00,61.00,60.00,55.00,49.00,55.00,0.00,3.00
Motor Vehicle Theft,Capital,Independent Municipal,Saanich Mun,245.00,243.00,213.00,188.00,139.00,84.00,90.00,56.00,93.00,72.00
Motor Vehicle Theft,Central Kootenay,RCMP Provincial,Salmo Prov (5),3.00,18.00,15.00,9.00,6.00,7.00,6.00,2.00,7.00,10.00
Motor Vehicle Theft,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,74.00,101.00,75.00,83.00,77.00,57.00,31.00,47.00,32.00,34.00
Motor Vehicle Theft,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,39.00,28.00,24.00,26.00,38.00,28.00,17.00,24.00,19.00,19.00
Motor Vehicle Theft,Capital,RCMP Provincial,Saltspring Island Prov,27.00,10.00,9.00,13.00,8.00,9.00,6.00,7.00,2.00,4.00
Motor Vehicle Theft,Strathcona,RCMP Provincial,Sayward Prov,4.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,2.00,1.00
Motor Vehicle Theft,Sunshine Coast,RCMP Municipal,Sechelt Mun,8.00,16.00,19.00,18.00,19.00,11.00,10.00,13.00,12.00,1.00
Motor Vehicle Theft,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,41.00,62.00,42.00,33.00,22.00,17.00,13.00,18.00,28.00,13.00
Motor Vehicle Theft,Columbia Shuswap,RCMP Provincial,Sicamous Prov,18.00,21.00,31.00,43.00,33.00,37.00,28.00,30.00,15.00,24.00
Motor Vehicle Theft,Capital,RCMP Municipal,Sidney Mun,15.00,16.00,17.00,11.00,9.00,9.00,6.00,5.00,5.00,2.00
Motor Vehicle Theft,Capital,RCMP Provincial,Sidney Prov,3.00,13.00,11.00,3.00,2.00,6.00,0.00,3.00,5.00,1.00
Motor Vehicle Theft,Central Kootenay,RCMP Provincial,Slocan Lake Prov (5),4.00,7.00,0.00,6.00,8.00,5.00,5.00,2.00,1.00,2.00
Motor Vehicle Theft,Bulkley Nechako,RCMP Municipal,Smithers Mun,22.00,20.00,27.00,20.00,4.00,22.00,11.00,11.00,4.00,13.00
Motor Vehicle Theft,Bulkley Nechako,RCMP Provincial,Smithers Prov,25.00,16.00,20.00,8.00,10.00,15.00,11.00,12.00,4.00,7.00
Motor Vehicle Theft,Capital,RCMP Municipal,Sooke Mun,20.00,29.00,23.00,9.00,24.00,22.00,15.00,6.00,14.00,15.00
Motor Vehicle Theft,Capital,RCMP Provincial,Sooke Prov,9.00,9.00,20.00,27.00,11.00,9.00,8.00,7.00,7.00,14.00
Motor Vehicle Theft,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver (16),94.00,70.00,45.00,46.00,26.00,22.00,30.00,24.00,63.00,94.00
Motor Vehicle Theft,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos (16),78.00,49.00,37.00,34.00,36.00,14.00,21.00,15.00,42.00,62.00
Motor Vehicle Theft,North Okanagan,RCMP Municipal,Spallumcheen Mun (3),,,,,,,5.00,5.00,9.00,8.00
Motor Vehicle Theft,Squamish Lillooet,RCMP Municipal,Squamish Mun (1),86.00,49.00,75.00,55.00,30.00,50.00,31.00,33.00,25.00,46.00
Motor Vehicle Theft,Squamish Lillooet,RCMP Provincial,Squamish Prov,9.00,7.00,10.00,5.00,1.00,4.00,2.00,2.00,9.00,6.00
Motor Vehicle Theft,Kitimat Stikine,RCMP Provincial,Stewart Prov,0.00,2.00,0.00,1.00,2.00,2.00,1.00,1.00,3.00,1.00
Motor Vehicle Theft,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS (17),5.00,9.00,13.00,2.00,2.00,8.00,5.00,6.00,5.00,5.00
Motor Vehicle Theft,Okanagan Similkameen,RCMP Municipal,Summerland Mun,51.00,36.00,44.00,36.00,30.00,15.00,25.00,10.00,44.00,53.00
Motor Vehicle Theft,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov (18),25.00,36.00,42.00,36.00,26.00,23.00,18.00,11.00,13.00,12.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,Surrey Mun (19),"4,775.00","4,231.00","3,890.00","3,796.00","3,080.00","2,791.00","3,033.00","2,921.00","4,447.00","3,291.00"
Motor Vehicle Theft,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,0.00,2.00,1.00,2.00,0.00,1.00,0.00,3.00,2.00,1.00
Motor Vehicle Theft,Kitimat Stikine,RCMP Municipal,Terrace Mun,16.00,37.00,27.00,30.00,15.00,7.00,7.00,13.00,13.00,10.00
Motor Vehicle Theft,Kitimat Stikine,RCMP Provincial,Terrace Prov,15.00,25.00,17.00,33.00,15.00,12.00,24.00,14.00,13.00,14.00
Motor Vehicle Theft,Powell River,RCMP Provincial,Texada Island Prov,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Motor Vehicle Theft,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,61.00,85.00,93.00,41.00,58.00,30.00,28.00,39.00,37.00,49.00
Motor Vehicle Theft,Alberni Clayoquot,RCMP Provincial,Tofino Prov,13.00,22.00,11.00,6.00,6.00,2.00,2.00,9.00,0.00,3.00
Motor Vehicle Theft,Kootenay Boundary,RCMP Municipal,Trail Mun,17.00,21.00,31.00,16.00,8.00,10.00,3.00,15.00,9.00,9.00
Motor Vehicle Theft,Kootenay Boundary,RCMP Provincial,"Trail and Greater District (5,20)",24.00,14.00,24.00,24.00,12.00,8.00,8.00,7.00,6.00,25.00
Motor Vehicle Theft,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,4.00,4.00,1.00,11.00,4.00,4.00,2.00,2.00,0.00,0.00
Motor Vehicle Theft,Peace River,RCMP Provincial,Tumbler Ridge Prov,18.00,16.00,17.00,13.00,12.00,17.00,4.00,4.00,4.00,5.00
Motor Vehicle Theft,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,13.00,10.00,13.00,8.00,4.00,11.00,5.00,2.00,1.00,7.00
Motor Vehicle Theft,Metro Vancouver,RCMP Provincial,University Prov,34.00,32.00,12.00,27.00,15.00,10.00,20.00,6.00,7.00,16.00
Motor Vehicle Theft,Fraser Fort George,RCMP Provincial,Valemount Prov,9.00,7.00,14.00,6.00,4.00,3.00,4.00,18.00,9.00,1.00
Motor Vehicle Theft,Metro Vancouver,Independent Municipal,Vancouver Mun (1),"3,697.00","3,321.00","2,433.00","1,857.00","1,472.00","1,118.00","1,188.00","1,071.00","1,329.00","1,407.00"
Motor Vehicle Theft,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,44.00,45.00,44.00,29.00,29.00,18.00,19.00,25.00,16.00,23.00
Motor Vehicle Theft,North Okanagan,RCMP Municipal,Vernon Mun,345.00,315.00,432.00,383.00,235.00,199.00,139.00,159.00,226.00,177.00
Motor Vehicle Theft,North Okanagan,RCMP Provincial,Vernon Prov,49.00,40.00,57.00,44.00,45.00,34.00,37.00,19.00,21.00,28.00
Motor Vehicle Theft,Capital,Independent Municipal,Victoria Mun (21),647.00,564.00,416.00,405.00,280.00,143.00,205.00,129.00,207.00,174.00
Motor Vehicle Theft,Capital,RCMP Municipal,View Royal Mun,40.00,31.00,26.00,30.00,32.00,18.00,9.00,18.00,11.00,14.00
Motor Vehicle Theft,Cariboo,RCMP Provincial,Wells Prov,1.00,0.00,2.00,1.00,1.00,2.00,0.00,0.00,1.00,0.00
Motor Vehicle Theft,Central Okanagan,RCMP Municipal,West Kelowna Mun (9),,,,138.00,87.00,76.00,92.00,81.00,83.00,99.00
Motor Vehicle Theft,Capital,RCMP Provincial,West Shore Prov,29.00,17.00,28.00,22.00,16.00,15.00,10.00,3.00,2.00,19.00
Motor Vehicle Theft,Metro Vancouver,Independent Municipal,West Vancouver Mun (1),77.00,89.00,54.00,53.00,48.00,24.00,27.00,26.00,22.00,31.00
Motor Vehicle Theft,Squamish Lillooet,RCMP Municipal,Whistler Mun,66.00,54.00,59.00,49.00,34.00,21.00,22.00,17.00,6.00,11.00
Motor Vehicle Theft,Squamish Lillooet,RCMP Provincial,Whistler Prov,1.00,9.00,3.00,13.00,1.00,2.00,0.00,5.00,1.00,2.00
Motor Vehicle Theft,Metro Vancouver,RCMP Municipal,White Rock Mun,102.00,77.00,64.00,106.00,45.00,34.00,53.00,38.00,62.00,64.00
Motor Vehicle Theft,Cariboo,RCMP Municipal,Williams Lake Mun,144.00,278.00,302.00,125.00,84.00,36.00,106.00,129.00,101.00,87.00
Motor Vehicle Theft,Cariboo,RCMP Provincial,Williams Lake Prov,64.00,61.00,69.00,29.00,30.00,26.00,36.00,40.00,32.00,27.00
Administration of Justice Offenses,Fraser Valley,Independent Municipal,Abbotsford Mun (1),352.00,345.00,280.00,315.00,350.00,361.00,371.00,398.00,380.00,504.00
Administration of Justice Offenses,Fraser Valley,RCMP Provincial,Agassiz Prov (2),28.00,17.00,26.00,28.00,22.00,17.00,18.00,11.00,25.00,15.00
Administration of Justice Offenses,Mount Waddington,RCMP Provincial,Alert Bay Prov,19.00,19.00,19.00,10.00,14.00,21.00,19.00,16.00,21.00,20.00
Administration of Justice Offenses,Cariboo,RCMP Provincial,Alexis Creek Prov,29.00,38.00,43.00,31.00,22.00,27.00,42.00,21.00,21.00,9.00
Administration of Justice Offenses,Cariboo,RCMP Provincial,Anahim Lake Prov,12.00,64.00,45.00,48.00,19.00,19.00,28.00,14.00,9.00,8.00
Administration of Justice Offenses,North Okanagan,RCMP Provincial,Armstrong Prov (3),29.00,4.00,16.00,18.00,17.00,17.00,22.00,14.00,8.00,12.00
Administration of Justice Offenses,Thompson Nicola,RCMP Provincial,Ashcroft Prov,27.00,34.00,16.00,12.00,22.00,13.00,17.00,12.00,10.00,14.00
Administration of Justice Offenses,Kitimat Stikine,RCMP Provincial,Atlin Prov,5.00,4.00,9.00,24.00,26.00,18.00,11.00,8.00,3.00,5.00
Administration of Justice Offenses,Thompson Nicola,RCMP Provincial,Barriere Prov,6.00,20.00,11.00,12.00,15.00,4.00,14.00,8.00,12.00,3.00
Administration of Justice Offenses,Central Coast,RCMP Provincial,Bella Bella Prov (4),46.00,23.00,24.00,25.00,48.00,37.00,31.00,18.00,22.00,12.00
Administration of Justice Offenses,Central Coast,RCMP Provincial,Bella Coola Prov,36.00,34.00,83.00,77.00,97.00,82.00,56.00,19.00,11.00,17.00
Administration of Justice Offenses,Fraser Valley,RCMP Provincial,Boston Bar Prov,2.00,1.00,3.00,4.00,5.00,4.00,12.00,0.00,4.00,3.00
Administration of Justice Offenses,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov (5),9.00,32.00,46.00,29.00,55.00,45.00,26.00,22.00,29.00,36.00
Administration of Justice Offenses,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov (5),3.00,4.00,3.00,17.00,8.00,20.00,19.00,13.00,5.00,3.00
Administration of Justice Offenses,Metro Vancouver,RCMP Provincial,Bowen Island Prov,6.00,0.00,2.00,4.00,1.00,4.00,1.00,2.00,1.00,1.00
Administration of Justice Offenses,Metro Vancouver,RCMP Municipal,Burnaby Mun,526.00,210.00,289.00,257.00,440.00,425.00,342.00,290.00,316.00,398.00
Administration of Justice Offenses,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,232.00,172.00,117.00,189.00,229.00,129.00,115.00,57.00,49.00,120.00
Administration of Justice Offenses,Strathcona,RCMP Municipal,Campbell River Mun,313.00,253.00,286.00,318.00,320.00,371.00,347.00,360.00,453.00,468.00
Administration of Justice Offenses,Strathcona,RCMP Provincial,Campbell River Prov,34.00,23.00,22.00,18.00,33.00,37.00,39.00,32.00,40.00,38.00
Administration of Justice Offenses,Central Kootenay,RCMP Municipal,Castlegar Mun,53.00,31.00,50.00,25.00,33.00,44.00,63.00,36.00,30.00,46.00
Administration of Justice Offenses,Central Kootenay,RCMP Provincial,Castlegar Prov (5),6.00,3.00,7.00,7.00,16.00,15.00,11.00,8.00,7.00,1.00
Administration of Justice Offenses,Capital,Independent Municipal,Central Saanich Mun,10.00,12.00,7.00,16.00,23.00,16.00,19.00,8.00,9.00,14.00
Administration of Justice Offenses,Thompson Nicola,RCMP Provincial,Chase Prov,24.00,32.00,37.00,30.00,29.00,46.00,29.00,37.00,37.00,15.00
Administration of Justice Offenses,Peace River,RCMP Provincial,Chetwynd Prov,128.00,75.00,82.00,87.00,100.00,104.00,77.00,70.00,56.00,69.00
Administration of Justice Offenses,Fraser Valley,RCMP Municipal,Chilliwack Mun (1),274.00,234.00,194.00,191.00,186.00,254.00,217.00,242.00,261.00,270.00
Administration of Justice Offenses,Fraser Valley,RCMP Provincial,Chilliwack Prov,8.00,19.00,30.00,8.00,21.00,23.00,19.00,34.00,60.00,78.00
Administration of Justice Offenses,Thompson Nicola,RCMP Provincial,Clearwater Prov,25.00,15.00,6.00,15.00,7.00,13.00,4.00,12.00,2.00,5.00
Administration of Justice Offenses,Thompson Nicola,RCMP Provincial,Clinton Prov,4.00,4.00,2.00,10.00,2.00,2.00,1.00,5.00,3.00,4.00
Administration of Justice Offenses,North Okanagan,RCMP Municipal,Coldstream Mun,7.00,16.00,8.00,7.00,9.00,8.00,3.00,16.00,17.00,9.00
Administration of Justice Offenses,East Kootenay,RCMP Provincial,Columbia Valley Prov,65.00,80.00,31.00,15.00,19.00,22.00,40.00,32.00,30.00,27.00
Administration of Justice Offenses,Capital,RCMP Municipal,Colwood Mun,102.00,18.00,14.00,20.00,24.00,25.00,28.00,23.00,29.00,90.00
Administration of Justice Offenses,Comox Valley,RCMP Municipal,Comox Mun,34.00,21.00,12.00,26.00,16.00,25.00,14.00,14.00,12.00,11.00
Administration of Justice Offenses,Comox Valley,RCMP Provincial,Comox Valley Prov,97.00,52.00,42.00,57.00,47.00,50.00,50.00,47.00,35.00,60.00
Administration of Justice Offenses,Metro Vancouver,RCMP Municipal,Coquitlam Mun (1),372.00,240.00,214.00,226.00,231.00,238.00,239.00,234.00,256.00,295.00
Administration of Justice Offenses,Metro Vancouver,RCMP Provincial,Coquitlam Prov,3.00,1.00,0.00,5.00,0.00,1.00,2.00,1.00,1.00,1.00
Administration of Justice Offenses,Comox Valley,RCMP Municipal,Courtenay Mun,236.00,188.00,122.00,167.00,142.00,155.00,235.00,203.00,196.00,225.00
Administration of Justice Offenses,East Kootenay,RCMP Municipal,Cranbrook Mun,139.00,85.00,132.00,172.00,162.00,122.00,140.00,132.00,124.00,123.00
Administration of Justice Offenses,East Kootenay,RCMP Provincial,Cranbrook Prov,15.00,8.00,6.00,18.00,18.00,9.00,11.00,19.00,14.00,12.00
Administration of Justice Offenses,Central Kootenay,RCMP Municipal,Creston Mun (6),,,,,,,30.00,35.00,29.00,28.00
Administration of Justice Offenses,Central Kootenay,RCMP Provincial,Creston Prov (6),85.00,41.00,56.00,68.00,79.00,71.00,22.00,14.00,10.00,17.00
Administration of Justice Offenses,Peace River,RCMP Municipal,Dawson Creek Mun,186.00,189.00,140.00,158.00,193.00,135.00,142.00,133.00,133.00,167.00
Administration of Justice Offenses,Peace River,RCMP Provincial,Dawson Creek Prov,19.00,15.00,11.00,10.00,18.00,9.00,14.00,17.00,12.00,12.00
Administration of Justice Offenses,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,24.00,19.00,22.00,26.00,17.00,17.00,9.00,9.00,16.00,7.00
Administration of Justice Offenses,Metro Vancouver,Independent Municipal,Delta Mun (1),164.00,169.00,207.00,199.00,236.00,241.00,172.00,158.00,168.00,187.00
Administration of Justice Offenses,Cowichan Valley,RCMP Provincial,Duncan Prov,132.00,86.00,70.00,140.00,149.00,139.00,154.00,178.00,123.00,132.00
Administration of Justice Offenses,East Kootenay,RCMP Provincial,Elk Valley Prov (7),77.00,41.00,24.00,22.00,42.00,34.00,36.00,29.00,18.00,10.00
Administration of Justice Offenses,North Okanagan,RCMP Provincial,Enderby Prov,24.00,28.00,10.00,14.00,16.00,17.00,27.00,19.00,31.00,35.00
Administration of Justice Offenses,Columbia Shuswap,RCMP Provincial,Falkland Prov,6.00,15.00,2.00,6.00,7.00,2.00,4.00,4.00,3.00,5.00
Administration of Justice Offenses,Bulkley Nechako,RCMP Provincial,Fort St James Prov,154.00,169.00,120.00,154.00,241.00,247.00,174.00,210.00,147.00,194.00
Administration of Justice Offenses,Peace River,RCMP Municipal,Fort St John Mun,302.00,260.00,170.00,192.00,160.00,204.00,203.00,184.00,216.00,222.00
Administration of Justice Offenses,Peace River,RCMP Provincial,Fort St John Prov,60.00,41.00,32.00,37.00,39.00,18.00,38.00,37.00,46.00,51.00
Administration of Justice Offenses,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,8.00,18.00,29.00,40.00,17.00,21.00,14.00,9.00,10.00,18.00
Administration of Justice Offenses,Nanaimo,RCMP Provincial,Gabriola Island Prov,8.00,4.00,1.00,3.00,4.00,1.00,5.00,7.00,13.00,11.00
Administration of Justice Offenses,Columbia Shuswap,RCMP Provincial,Golden Prov,23.00,21.00,28.00,26.00,31.00,29.00,24.00,18.00,11.00,33.00
Administration of Justice Offenses,Fraser Valley,RCMP Municipal,Hope Mun,41.00,49.00,39.00,34.00,39.00,38.00,34.00,34.00,50.00,37.00
Administration of Justice Offenses,Fraser Valley,RCMP Provincial,Hope  Prov,6.00,6.00,7.00,5.00,3.00,2.00,4.00,4.00,12.00,9.00
Administration of Justice Offenses,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov (8),61.00,58.00,76.00,77.00,84.00,78.00,103.00,107.00,81.00,111.00
Administration of Justice Offenses,Peace River,RCMP Provincial,Hudson's Hope Prov,4.00,4.00,3.00,6.00,6.00,3.00,4.00,2.00,6.00,6.00
Administration of Justice Offenses,Thompson Nicola,RCMP Municipal,Kamloops Mun,705.00,592.00,324.00,372.00,453.00,505.00,394.00,422.00,419.00,396.00
Administration of Justice Offenses,Central Kootenay,RCMP Provincial,Kaslo Prov (5),3.00,2.00,3.00,7.00,5.00,10.00,6.00,7.00,3.00,2.00
Administration of Justice Offenses,Central Okanagan,RCMP Municipal,Kelowna Mun,641.00,588.00,326.00,426.00,505.00,481.00,490.00,601.00,701.00,"1,013.00"
Administration of Justice Offenses,Central Okanagan,RCMP Provincial,"Kelowna Prov (9,10)",112.00,145.00,79.00,34.00,28.00,30.00,26.00,27.00,25.00,32.00
Administration of Justice Offenses,Fraser Valley,RCMP Municipal,Kent Mun (2),,,,7.00,11.00,14.00,8.00,11.00,18.00,13.00
